org_id,icnptso_code,icnptso_code_probability,icnptso_code_source
GB-COH-08779664,A11,0.962,ml_model
GB-COH-08779680,C12,1.0,ml_model
GB-COH-08780411,F20,1.0,ml_model
GB-COH-08781523,F20,0.251,ml_model
GB-COH-08781540,C12,0.938,ml_model
GB-COH-08781548,F20,0.882,ml_model
GB-COH-08781688,F20,0.999,ml_model
GB-COH-08782137,F20,0.917,ml_model
GB-COH-08783382,F20,0.997,ml_model
GB-COH-08783433,F30,1.0,ml_model
GB-COH-08783449,F20,0.982,ml_model
GB-COH-08783450,F20,0.973,ml_model
GB-COH-08783619,B31,0.996,ml_model
GB-COH-08783629,A11,1.0,ml_model
GB-COH-08783878,F20,0.905,ml_model
GB-COH-08783896,B31,0.994,ml_model
GB-COH-08783898,D20,0.912,ml_model
GB-COH-08783913,C12,0.926,ml_model
GB-COH-08784026,G11,0.744,ml_model
GB-COH-08784028,B31,0.981,ml_model
GB-COH-08784200,D13,1.0,ml_model
GB-COH-08784317,D13,0.999,ml_model
GB-COH-08784399,F20,0.278,ml_model
GB-COH-08784928,A19,0.423,ml_model
GB-COH-08785014,A90,0.764,ml_model
GB-COH-08785069,F20,0.528,ml_model
GB-COH-08785209,D30,0.891,ml_model
GB-COH-08786029,B31,0.996,ml_model
GB-COH-08786917,F20,0.771,ml_model
GB-COH-08786932,D32,0.758,ml_model
GB-COH-08787415,D31,0.562,ml_model
GB-COH-08787573,A21,0.831,ml_model
GB-COH-08787721,B32,0.71,ml_model
GB-COH-08789109,H10,0.666,ml_model
GB-COH-08789134,F20,0.98,ml_model
GB-COH-08789158,D19,0.662,ml_model
GB-COH-08789166,A21,0.73,ml_model
GB-COH-08789331,C12,1.0,ml_model
GB-COH-08790811,F20,0.585,ml_model
GB-COH-08790926,H90,0.301,ml_model
GB-COH-08790988,C12,0.99,ml_model
GB-COH-08791002,F20,0.956,ml_model
GB-COH-08791174,B21,0.99,ml_model
GB-COH-08792801,F20,0.958,ml_model
GB-COH-08792813,D13,0.92,ml_model
GB-COH-08792820,H10,0.939,ml_model
GB-COH-08792827,F20,0.997,ml_model
GB-COH-08793367,D30,0.737,ml_model
GB-COH-08793502,B10,0.347,ml_model
GB-COH-08793646,G30,0.954,ml_model
GB-COH-08794401,F20,0.974,ml_model
GB-COH-08794522,F20,0.97,ml_model
GB-COH-08794893,A21,0.449,ml_model
GB-COH-08794944,F20,1.0,ml_model
GB-COH-08795965,G11,1.0,ml_model
GB-COH-08795986,B31,0.999,ml_model
GB-COH-08795998,H10,0.424,ml_model
GB-COH-08796032,A21,1.0,ml_model
GB-COH-08796224,F20,0.996,ml_model
GB-COH-08796303,B31,0.771,ml_model
GB-COH-08796732,F30,0.98,ml_model
GB-COH-08796838,D30,0.27,ml_model
GB-COH-08796877,A12,1.0,ml_model
GB-COH-08798439,G11,0.461,ml_model
GB-COH-08798443,F20,0.989,ml_model
GB-COH-08798444,D20,1.0,ml_model
GB-COH-08798732,A21,1.0,ml_model
GB-COH-08798863,D13,0.908,ml_model
GB-COH-08799005,H10,0.972,ml_model
GB-COH-08800069,G14,0.609,ml_model
GB-COH-08800076,D30,0.442,ml_model
GB-COH-08800091,G14,0.977,ml_model
GB-COH-08800099,G12,0.543,ml_model
GB-COH-08800112,F20,1.0,ml_model
GB-COH-08800114,E21,0.416,ml_model
GB-COH-08800452,G12,0.833,ml_model
GB-COH-08800457,F20,0.715,ml_model
GB-COH-08800533,B31,0.919,ml_model
GB-COH-08800631,C12,0.998,ml_model
GB-COH-08800843,D13,1.0,ml_model
GB-COH-08800967,F20,0.472,ml_model
GB-COH-08801007,F20,1.0,ml_model
GB-COH-08802130,B31,0.999,ml_model
GB-COH-08802149,A11,1.0,ml_model
GB-COH-08802260,F20,1.0,ml_model
GB-COH-08802404,F20,0.992,ml_model
GB-COH-08802434,F20,0.874,ml_model
GB-COH-08802572,B31,1.0,ml_model
GB-COH-08802650,H10,0.575,ml_model
GB-COH-08802662,F20,0.987,ml_model
GB-COH-08802825,B20,0.247,ml_model
GB-COH-08802872,F20,0.632,ml_model
GB-COH-08803741,A12,0.979,ml_model
GB-COH-08803750,A11,1.0,ml_model
GB-COH-08803755,A11,1.0,ml_model
GB-COH-08803831,A90,0.271,ml_model
GB-COH-08803973,A11,1.0,ml_model
GB-COH-08804010,D30,0.372,ml_model
GB-COH-08804161,C12,0.635,ml_model
GB-COH-08804195,D13,0.689,ml_model
GB-COH-08805432,B31,0.412,ml_model
GB-COH-08805700,I10,0.979,ml_model
GB-COH-08805702,B31,0.866,ml_model
GB-COH-08805707,B31,0.507,ml_model
GB-COH-08805727,F20,0.913,ml_model
GB-COH-08805755,D30,0.337,ml_model
GB-COH-08805779,A21,0.944,ml_model
GB-COH-08805847,F20,0.755,ml_model
GB-COH-08805857,F20,0.999,ml_model
GB-COH-08805873,B31,1.0,ml_model
GB-COH-08805910,E90,0.536,ml_model
GB-COH-08805949,F20,0.964,ml_model
GB-COH-08807634,F20,0.709,ml_model
GB-COH-08807674,B31,0.995,ml_model
GB-COH-08807735,F20,0.394,ml_model
GB-COH-08807770,D14,0.999,ml_model
GB-COH-08809258,F20,1.0,ml_model
GB-COH-08809307,A21,1.0,ml_model
GB-COH-08809342,B31,0.888,ml_model
GB-COH-08809376,D31,0.998,ml_model
GB-COH-08809424,F20,0.913,ml_model
GB-COH-08809437,B31,0.999,ml_model
GB-COH-08810475,A11,1.0,ml_model
GB-COH-08811232,F20,0.471,ml_model
GB-COH-08811294,F20,1.0,ml_model
GB-COH-08811310,C31,0.784,ml_model
GB-COH-08811314,F20,0.993,ml_model
GB-COH-08811362,B31,0.995,ml_model
GB-COH-08811374,E90,0.701,ml_model
GB-COH-08812572,D13,0.999,ml_model
GB-COH-08812847,D19,0.999,ml_model
GB-COH-08812855,A21,0.526,ml_model
GB-COH-08812888,D19,0.41,ml_model
GB-COH-08812891,D20,1.0,ml_model
GB-COH-08812892,D13,0.395,ml_model
GB-COH-08812932,F30,1.0,ml_model
GB-COH-08812970,B31,0.986,ml_model
GB-COH-08812999,A11,1.0,ml_model
GB-COH-08813002,F20,0.778,ml_model
GB-COH-08814641,F20,0.941,ml_model
GB-COH-08814645,F20,0.941,ml_model
GB-COH-08814647,F20,0.226,ml_model
GB-COH-08814656,D30,0.454,ml_model
GB-COH-08814755,D12,0.991,ml_model
GB-COH-08814779,D90,0.261,ml_model
GB-COH-08814780,D20,0.99,ml_model
GB-COH-08814784,H90,0.639,ml_model
GB-COH-08814848,C12,0.553,ml_model
GB-COH-08815439,F20,0.873,ml_model
GB-COH-08815555,A11,0.63,ml_model
GB-COH-08815727,F20,0.978,ml_model
GB-COH-08815876,F20,1.0,ml_model
GB-COH-08815888,F30,1.0,ml_model
GB-COH-08816097,F20,0.956,ml_model
GB-COH-08818505,G11,0.736,ml_model
GB-COH-08818575,F20,0.587,ml_model
GB-COH-08819697,B20,0.296,ml_model
GB-COH-08819711,A11,0.999,ml_model
GB-COH-08819715,H10,0.915,ml_model
GB-COH-08819733,A21,0.917,ml_model
GB-COH-08819749,C31,0.997,ml_model
GB-COH-08819755,B31,0.794,ml_model
GB-COH-08819756,H90,0.246,ml_model
GB-COH-08819757,F20,0.998,ml_model
GB-COH-08819758,H10,0.995,ml_model
GB-COH-08819761,F20,0.939,ml_model
GB-COH-08819766,B31,0.984,ml_model
GB-COH-08819773,D13,0.925,ml_model
GB-COH-08819774,D30,0.277,ml_model
GB-COH-08819793,F20,0.998,ml_model
GB-COH-08820022,D90,0.982,ml_model
GB-COH-08821368,C12,0.99,ml_model
GB-COH-08821657,D11,0.71,ml_model
GB-COH-08822524,A90,0.512,ml_model
GB-COH-08822920,B31,0.92,ml_model
GB-COH-08822921,F20,0.995,ml_model
GB-COH-08823038,A11,0.994,ml_model
GB-COH-08823230,A11,0.999,ml_model
GB-COH-08824469,D20,0.71,ml_model
GB-COH-08824535,F30,0.758,ml_model
GB-COH-08824660,B31,0.998,ml_model
GB-COH-08824730,B90,0.56,ml_model
GB-COH-08824733,H90,0.448,ml_model
GB-COH-08824745,G12,0.603,ml_model
GB-COH-08824761,G13,0.863,ml_model
GB-COH-08824790,G14,0.54,ml_model
GB-COH-08824870,D11,0.979,ml_model
GB-COH-08825167,D12,0.969,ml_model
GB-COH-08825282,F20,0.647,ml_model
GB-COH-08826482,A11,1.0,ml_model
GB-COH-08826486,A90,0.252,ml_model
GB-COH-08826518,C32,0.801,ml_model
GB-COH-08826566,B31,0.766,ml_model
GB-COH-08826577,C12,0.634,ml_model
GB-COH-08826617,A12,0.945,ml_model
GB-COH-08826629,D30,0.568,ml_model
GB-COH-08826636,D13,0.685,ml_model
GB-COH-08826637,D13,0.999,ml_model
GB-COH-08826646,F20,0.846,ml_model
GB-COH-08826656,F20,0.992,ml_model
GB-COH-08826666,A21,1.0,ml_model
GB-COH-08826677,I10,0.925,ml_model
GB-COH-08827488,C12,0.881,ml_model
GB-COH-08827530,D30,0.487,ml_model
GB-COH-08827535,F20,1.0,ml_model
GB-COH-08827568,A90,0.382,ml_model
GB-COH-08827890,D11,0.787,ml_model
GB-COH-08827891,F20,0.752,ml_model
GB-COH-08827893,A21,0.983,ml_model
GB-COH-08828406,C12,0.91,ml_model
GB-COH-08828429,H10,0.947,ml_model
GB-COH-08828434,D13,1.0,ml_model
GB-COH-08828467,F20,0.582,ml_model
GB-COH-08828490,A21,1.0,ml_model
GB-COH-08828503,A11,0.986,ml_model
GB-COH-08828592,F20,0.81,ml_model
GB-COH-08828599,G12,0.8,ml_model
GB-COH-08828626,F20,0.714,ml_model
GB-COH-08828739,H10,0.469,ml_model
GB-COH-08829583,G13,0.99,ml_model
GB-COH-08829584,B31,0.53,ml_model
GB-COH-08830720,D13,1.0,ml_model
GB-COH-08831386,B10,0.214,ml_model
GB-COH-08831420,A90,0.345,ml_model
GB-COH-08831473,A11,0.804,ml_model
GB-COH-08833485,F20,0.624,ml_model
GB-COH-08834798,D30,0.378,ml_model
GB-COH-08834851,F20,1.0,ml_model
GB-COH-08834874,D13,0.972,ml_model
GB-COH-08834931,H10,0.951,ml_model
GB-COH-08835068,F30,1.0,ml_model
GB-COH-08835196,A12,0.988,ml_model
GB-COH-08835291,C12,0.423,ml_model
GB-COH-08835397,D13,0.999,ml_model
GB-COH-08835551,B31,0.963,ml_model
GB-COH-08836484,D31,1.0,ml_model
GB-COH-08836524,B31,0.978,ml_model
GB-COH-08836557,E90,0.279,ml_model
GB-COH-08836654,F20,0.641,ml_model
GB-COH-08836661,D11,0.834,ml_model
GB-COH-08836666,B31,0.456,ml_model
GB-COH-08837432,G11,0.887,ml_model
GB-COH-08838348,D31,0.997,ml_model
GB-COH-08838441,F20,0.815,ml_model
GB-COH-08838587,B31,0.946,ml_model
GB-COH-08838835,C12,0.821,ml_model
GB-COH-08838959,A90,0.203,ml_model
GB-COH-08839099,F20,0.694,ml_model
GB-COH-08839192,A90,0.318,ml_model
GB-COH-08840089,H10,0.281,ml_model
GB-COH-08840091,G11,0.402,ml_model
GB-COH-08840097,G13,0.393,ml_model
GB-COH-08840099,D19,0.978,ml_model
GB-COH-08840107,F20,0.92,ml_model
GB-COH-08840108,C12,0.775,ml_model
GB-COH-08840116,A90,0.336,ml_model
GB-COH-08840126,A11,0.695,ml_model
GB-COH-08840170,B32,0.902,ml_model
GB-COH-08840175,H10,0.578,ml_model
GB-COH-08840331,G13,0.591,ml_model
GB-COH-08840358,F30,0.996,ml_model
GB-COH-08840405,F20,1.0,ml_model
GB-COH-08840999,F20,1.0,ml_model
GB-COH-08842143,B31,0.999,ml_model
GB-COH-08842624,B31,1.0,ml_model
GB-COH-08842843,F20,0.944,ml_model
GB-COH-08842887,B31,0.997,ml_model
GB-COH-08842917,A11,1.0,ml_model
GB-COH-08842970,G14,0.564,ml_model
GB-COH-08842977,E90,0.378,ml_model
GB-COH-08842980,B31,0.999,ml_model
GB-COH-08842983,C22,0.34,ml_model
GB-COH-08842994,L50,1.0,ml_model
GB-COH-08843075,F20,0.919,ml_model
GB-COH-08843094,C31,0.999,ml_model
GB-COH-08843138,B10,0.806,ml_model
GB-COH-08843294,F20,0.844,ml_model
GB-COH-08843354,H10,0.87,ml_model
GB-COH-08844655,F30,0.442,ml_model
GB-COH-08844657,H10,0.815,ml_model
GB-COH-08844719,F20,0.98,ml_model
GB-COH-08845083,F20,0.999,ml_model
GB-COH-08845128,D12,0.717,ml_model
GB-COH-08845274,F30,1.0,ml_model
GB-COH-08846724,A11,0.999,ml_model
GB-COH-08846777,B20,0.569,ml_model
GB-COH-08846802,F20,0.545,ml_model
GB-COH-08846823,G12,0.337,ml_model
GB-COH-08846832,B31,0.797,ml_model
GB-COH-08846845,B31,0.99,ml_model
GB-COH-08846847,C12,0.908,ml_model
GB-COH-08846848,B31,0.687,ml_model
GB-COH-08846873,A21,0.798,ml_model
GB-COH-08846875,D13,0.999,ml_model
GB-COH-08846899,D13,0.885,ml_model
GB-COH-08846909,F20,0.551,ml_model
GB-COH-08846916,A90,0.371,ml_model
GB-COH-08846937,C11,0.944,ml_model
GB-COH-08848799,B31,0.997,ml_model
GB-COH-08848816,D31,0.62,ml_model
GB-COH-08848822,D19,0.968,ml_model
GB-COH-08848871,A11,1.0,ml_model
GB-COH-08848930,A21,0.969,ml_model
GB-COH-08849087,G14,0.71,ml_model
GB-COH-08850401,A90,0.255,ml_model
GB-COH-08850563,F20,0.999,ml_model
GB-COH-08850611,G15,0.429,ml_model
GB-COH-08850619,F20,1.0,ml_model
GB-COH-08850702,F20,0.86,ml_model
GB-COH-08850830,B31,0.655,ml_model
GB-COH-08850924,D14,0.868,ml_model
GB-COH-08850940,G13,0.935,ml_model
GB-COH-08850986,F20,0.964,ml_model
GB-COH-08851907,C12,0.955,ml_model
GB-COH-08852695,B31,0.84,ml_model
GB-COH-08855032,D30,0.413,ml_model
GB-COH-08855184,A11,1.0,ml_model
GB-COH-08855219,F20,0.985,ml_model
GB-COH-08855229,A11,0.953,ml_model
GB-COH-08855244,F20,0.993,ml_model
GB-COH-08855260,F20,0.771,ml_model
GB-COH-08855265,A11,1.0,ml_model
GB-COH-08856918,H10,0.977,ml_model
GB-COH-08856926,A11,1.0,ml_model
GB-COH-08856991,F20,0.758,ml_model
GB-COH-08857006,A21,0.997,ml_model
GB-COH-08857053,F20,1.0,ml_model
GB-COH-08857175,A11,0.655,ml_model
GB-COH-08857201,F20,1.0,ml_model
GB-COH-08857213,F20,0.981,ml_model
GB-COH-08858823,F20,0.661,ml_model
GB-COH-08858857,F20,0.993,ml_model
GB-COH-08858867,F30,0.999,ml_model
GB-COH-08858870,C12,0.751,ml_model
GB-COH-08858883,B31,0.999,ml_model
GB-COH-08858897,B21,0.388,ml_model
GB-COH-08858902,F20,0.614,ml_model
GB-COH-08858906,G14,0.967,ml_model
GB-COH-08858957,H10,0.695,ml_model
GB-COH-08858961,B31,0.221,ml_model
GB-COH-08859011,D19,0.994,ml_model
GB-COH-08859076,F20,0.848,ml_model
GB-COH-08859100,B20,0.231,ml_model
GB-COH-08859161,H10,0.965,ml_model
GB-COH-08859236,D13,0.917,ml_model
GB-COH-08859323,A21,0.875,ml_model
GB-COH-08860714,B31,0.796,ml_model
GB-COH-08860736,H90,0.958,ml_model
GB-COH-08860739,F20,1.0,ml_model
GB-COH-08860744,C12,0.53,ml_model
GB-COH-08860759,H10,0.462,ml_model
GB-COH-08860762,B31,0.998,ml_model
GB-COH-08860771,A11,1.0,ml_model
GB-COH-08860788,F20,0.803,ml_model
GB-COH-08860973,D13,0.621,ml_model
GB-COH-08860976,C12,0.984,ml_model
GB-COH-08861014,F20,0.999,ml_model
GB-COH-08861066,B31,1.0,ml_model
GB-COH-08863384,D90,0.961,ml_model
GB-COH-08863388,A11,1.0,ml_model
GB-COH-08865613,F20,0.822,ml_model
GB-COH-08865622,H10,0.825,ml_model
GB-COH-08865623,F20,0.996,ml_model
GB-COH-08865628,H10,0.589,ml_model
GB-COH-08865643,D13,0.939,ml_model
GB-COH-08865666,F20,0.849,ml_model
GB-COH-08865670,B31,0.99,ml_model
GB-COH-08865677,F20,0.955,ml_model
GB-COH-08865767,F20,0.666,ml_model
GB-COH-08865794,B31,0.97,ml_model
GB-COH-08865830,A90,0.29,ml_model
GB-COH-08865947,B31,0.992,ml_model
GB-COH-08867390,A21,0.995,ml_model
GB-COH-08867403,F20,0.443,ml_model
GB-COH-08867418,F20,0.983,ml_model
GB-COH-08867427,A21,0.679,ml_model
GB-COH-08867470,B31,0.361,ml_model
GB-COH-08867532,F20,0.938,ml_model
GB-COH-08867571,F20,0.997,ml_model
GB-COH-08867625,F20,0.976,ml_model
GB-COH-08867656,A11,0.89,ml_model
GB-COH-08867693,I90,0.384,ml_model
GB-COH-08867703,D13,0.814,ml_model
GB-COH-08869387,D12,0.99,ml_model
GB-COH-08869469,H10,0.443,ml_model
GB-COH-08869502,D13,0.403,ml_model
GB-COH-08869508,F20,0.862,ml_model
GB-COH-08869537,C12,0.849,ml_model
GB-COH-08869639,G14,0.595,ml_model
GB-COH-08869650,B31,0.943,ml_model
GB-COH-08869852,B31,0.619,ml_model
GB-COH-08870037,D11,0.906,ml_model
GB-COH-08870969,H10,0.557,ml_model
GB-COH-08871066,F20,0.813,ml_model
GB-COH-08871068,A90,0.233,ml_model
GB-COH-08871106,D30,0.36,ml_model
GB-COH-08871126,C12,0.999,ml_model
GB-COH-08871179,A21,0.531,ml_model
GB-COH-08871727,B31,1.0,ml_model
GB-COH-08871816,B11,0.891,ml_model
GB-COH-08872011,F20,0.321,ml_model
GB-COH-08873522,D13,0.975,ml_model
GB-COH-08873605,G14,0.834,ml_model
GB-COH-08873625,F20,0.374,ml_model
GB-COH-08873631,F20,0.304,ml_model
GB-COH-08873637,D30,0.407,ml_model
GB-COH-08873925,G13,0.481,ml_model
GB-COH-08875828,F20,0.897,ml_model
GB-COH-08875926,C22,0.874,ml_model
GB-COH-08875959,B31,1.0,ml_model
GB-COH-08875977,A21,0.977,ml_model
GB-COH-08876755,G11,0.309,ml_model
GB-COH-08878027,A11,1.0,ml_model
GB-COH-08878070,F20,0.998,ml_model
GB-COH-08878103,D11,0.876,ml_model
GB-COH-08878110,H10,1.0,ml_model
GB-COH-08878113,B31,0.639,ml_model
GB-COH-08878139,F20,0.92,ml_model
GB-COH-08880098,F20,0.999,ml_model
GB-COH-08880138,D90,0.553,ml_model
GB-COH-08880176,D30,0.486,ml_model
GB-COH-08880189,H10,0.572,ml_model
GB-COH-08880214,D13,0.447,ml_model
GB-COH-08880232,H10,0.707,ml_model
GB-COH-08880273,B31,0.991,ml_model
GB-COH-08880276,B31,1.0,ml_model
GB-COH-08880347,C12,0.979,ml_model
GB-COH-08880373,F20,0.815,ml_model
GB-COH-08880403,F20,0.992,ml_model
GB-COH-08880419,F20,0.413,ml_model
GB-COH-08880446,F20,1.0,ml_model
GB-COH-08880540,G12,0.341,ml_model
GB-COH-08880546,B20,0.483,ml_model
GB-COH-08880614,B31,0.268,ml_model
GB-COH-08881746,H10,0.988,ml_model
GB-COH-08881772,A90,0.512,ml_model
GB-COH-08881830,B31,0.808,ml_model
GB-COH-08881833,F20,0.993,ml_model
GB-COH-08881855,D13,0.368,ml_model
GB-COH-08881959,H10,0.958,ml_model
GB-COH-08881976,D30,0.284,ml_model
GB-COH-08884935,G12,0.999,ml_model
GB-COH-08885044,F20,0.382,ml_model
GB-COH-08886919,D20,0.724,ml_model
GB-COH-08886939,F20,0.35,ml_model
GB-COH-08886952,C12,0.33,ml_model
GB-COH-08886965,B21,1.0,ml_model
GB-COH-08887115,D13,0.34,ml_model
GB-COH-08894032,F20,0.744,ml_model
GB-COH-08894054,D13,0.649,ml_model
GB-COH-08894058,A90,0.194,ml_model
GB-COH-08894062,B31,0.991,ml_model
GB-COH-08894070,F20,0.927,ml_model
GB-COH-08894077,H10,0.926,ml_model
GB-COH-08894088,C12,0.986,ml_model
GB-COH-08894090,A11,0.989,ml_model
GB-COH-08894091,B31,0.998,ml_model
GB-COH-08894094,B31,0.234,ml_model
GB-COH-08894101,A90,0.336,ml_model
GB-COH-08894106,F20,0.475,ml_model
GB-COH-08894127,F20,0.557,ml_model
GB-COH-08894131,B31,1.0,ml_model
GB-COH-08894133,D19,1.0,ml_model
GB-COH-08894136,A30,0.936,ml_model
GB-COH-08894144,A12,1.0,ml_model
GB-COH-08894174,C12,0.364,ml_model
GB-COH-08894191,H10,0.185,ml_model
GB-COH-08894206,B31,1.0,ml_model
GB-COH-08894257,F20,0.9,ml_model
GB-COH-08894282,A21,1.0,ml_model
GB-COH-08894320,B31,0.996,ml_model
GB-COH-08894355,D13,0.999,ml_model
GB-COH-08894376,A90,0.31,ml_model
GB-COH-08894400,C12,0.775,ml_model
GB-COH-08894474,F20,0.974,ml_model
GB-COH-08896205,B20,0.289,ml_model
GB-COH-08896296,A90,0.187,ml_model
GB-COH-08896297,D19,0.634,ml_model
GB-COH-08896302,G13,0.56,ml_model
GB-COH-08896303,D19,0.414,ml_model
GB-COH-08896304,B20,0.419,ml_model
GB-COH-08896465,D19,0.48,ml_model
GB-COH-08896527,H10,0.863,ml_model
GB-COH-08898285,A22,0.826,ml_model
GB-COH-08898776,H10,0.997,ml_model
GB-COH-08898828,F30,0.61,ml_model
GB-COH-08898997,D13,1.0,ml_model
GB-COH-08900524,H10,0.759,ml_model
GB-COH-08900530,B31,0.541,ml_model
GB-COH-08900536,H10,0.373,ml_model
GB-COH-08900552,F20,0.87,ml_model
GB-COH-08900560,D13,1.0,ml_model
GB-COH-08900596,A21,1.0,ml_model
GB-COH-08900656,D30,0.802,ml_model
GB-COH-08900672,F20,1.0,ml_model
GB-COH-08900693,A11,0.978,ml_model
GB-COH-08900714,G14,0.952,ml_model
GB-COH-08900722,D13,0.963,ml_model
GB-COH-08900730,C22,0.472,ml_model
GB-COH-08902557,F20,0.967,ml_model
GB-COH-08902579,A21,1.0,ml_model
GB-COH-08902592,A21,1.0,ml_model
GB-COH-08902596,D20,0.697,ml_model
GB-COH-08902597,H10,0.602,ml_model
GB-COH-08902598,D11,0.939,ml_model
GB-COH-08902671,G11,0.993,ml_model
GB-COH-08904229,F20,0.449,ml_model
GB-COH-08904261,B31,0.896,ml_model
GB-COH-08904285,D13,0.473,ml_model
GB-COH-08904309,D90,0.74,ml_model
GB-COH-08904313,C12,0.532,ml_model
GB-COH-08904329,F20,0.925,ml_model
GB-COH-08904357,F20,0.999,ml_model
GB-COH-08904396,H10,0.668,ml_model
GB-COH-08904691,A21,0.985,ml_model
GB-COH-08904795,D13,1.0,ml_model
GB-COH-08905227,A11,1.0,ml_model
GB-COH-08905965,B31,0.605,ml_model
GB-COH-08906346,A21,0.995,ml_model
GB-COH-08907207,C12,0.999,ml_model
GB-COH-08908913,C31,0.307,ml_model
GB-COH-08908923,D13,0.687,ml_model
GB-COH-08908936,B32,0.863,ml_model
GB-COH-08908937,F20,0.981,ml_model
GB-COH-08908940,D19,0.586,ml_model
GB-COH-08908945,C12,0.933,ml_model
GB-COH-08908959,D13,0.895,ml_model
GB-COH-08908989,L50,1.0,ml_model
GB-COH-08909006,H10,0.403,ml_model
GB-COH-08909016,F20,0.951,ml_model
GB-COH-08909083,A12,0.786,ml_model
GB-COH-08911414,H10,0.751,ml_model
GB-COH-08911474,A11,1.0,ml_model
GB-COH-08913240,A90,0.259,ml_model
GB-COH-08913257,F30,0.887,ml_model
GB-COH-08913259,D19,0.998,ml_model
GB-COH-08913270,A21,1.0,ml_model
GB-COH-08913439,D13,0.49,ml_model
GB-COH-08913440,F20,0.476,ml_model
GB-COH-08913535,H10,0.544,ml_model
GB-COH-08913670,G14,0.789,ml_model
GB-COH-08913825,F20,0.869,ml_model
GB-COH-08913846,A11,0.991,ml_model
GB-COH-08914349,G11,0.509,ml_model
GB-COH-08914989,D13,0.997,ml_model
GB-COH-08914996,F20,0.913,ml_model
GB-COH-08915009,H90,0.582,ml_model
GB-COH-08915020,D13,0.9,ml_model
GB-COH-08915031,B31,0.982,ml_model
GB-COH-08915040,G15,0.414,ml_model
GB-COH-08915049,B31,0.964,ml_model
GB-COH-08915054,B20,0.35,ml_model
GB-COH-08915060,F20,0.488,ml_model
GB-COH-08915083,D13,1.0,ml_model
GB-COH-08915176,A21,0.999,ml_model
GB-COH-08915269,F20,0.763,ml_model
GB-COH-08915352,I10,0.396,ml_model
GB-COH-08915520,D13,0.945,ml_model
GB-COH-08917074,G11,0.995,ml_model
GB-COH-08917196,F20,0.651,ml_model
GB-COH-08917218,B31,0.978,ml_model
GB-COH-08918541,F20,0.883,ml_model
GB-COH-08918625,C22,0.671,ml_model
GB-COH-08920174,A90,0.399,ml_model
GB-COH-08920441,F20,1.0,ml_model
GB-COH-08920448,A11,1.0,ml_model
GB-COH-08921487,F20,0.458,ml_model
GB-COH-08922248,C12,0.851,ml_model
GB-COH-08922251,A11,0.994,ml_model
GB-COH-08922256,A22,0.668,ml_model
GB-COH-08922257,D31,1.0,ml_model
GB-COH-08922312,A11,0.982,ml_model
GB-COH-08922332,H90,0.54,ml_model
GB-COH-08922454,A11,1.0,ml_model
GB-COH-08922489,F20,0.91,ml_model
GB-COH-08924580,F20,0.61,ml_model
GB-COH-08924585,H10,0.463,ml_model
GB-COH-08924599,E90,0.384,ml_model
GB-COH-08924668,H10,0.797,ml_model
GB-COH-08926924,F20,1.0,ml_model
GB-COH-08926934,D13,1.0,ml_model
GB-COH-08926971,K10,0.999,ml_model
GB-COH-08926978,F20,0.802,ml_model
GB-COH-08927029,G15,0.332,ml_model
GB-COH-08927054,A20,0.505,ml_model
GB-COH-08928918,G14,1.0,ml_model
GB-COH-08928926,D90,0.377,ml_model
GB-COH-08928927,B32,0.991,ml_model
GB-COH-08928932,F20,0.996,ml_model
GB-COH-08928943,D11,0.745,ml_model
GB-COH-08928991,F20,0.988,ml_model
GB-COH-08929004,D19,0.994,ml_model
GB-COH-08929010,G12,0.998,ml_model
GB-COH-08929016,D30,0.42,ml_model
GB-COH-08929032,F30,0.999,ml_model
GB-COH-08929035,A11,0.998,ml_model
GB-COH-08929061,B31,0.935,ml_model
GB-COH-08929063,D13,0.672,ml_model
GB-COH-08929127,F20,0.469,ml_model
GB-COH-08929142,H10,0.252,ml_model
GB-COH-08929156,F20,0.78,ml_model
GB-COH-08929172,F20,0.493,ml_model
GB-COH-08931789,F20,0.561,ml_model
GB-COH-08933700,A12,0.193,ml_model
GB-COH-08933731,A11,1.0,ml_model
GB-COH-08933735,F20,0.963,ml_model
GB-COH-08933744,G11,0.788,ml_model
GB-COH-08933748,A11,0.598,ml_model
GB-COH-08933760,D13,1.0,ml_model
GB-COH-08933782,F20,0.608,ml_model
GB-COH-08933796,F20,1.0,ml_model
GB-COH-08933799,B31,0.78,ml_model
GB-COH-08933806,D19,0.496,ml_model
GB-COH-08933810,C11,1.0,ml_model
GB-COH-08933927,D13,0.999,ml_model
GB-COH-08933977,A11,0.658,ml_model
GB-COH-08936140,B31,0.482,ml_model
GB-COH-08936171,A21,0.981,ml_model
GB-COH-08936187,F20,0.99,ml_model
GB-COH-08936195,H10,0.376,ml_model
GB-COH-08936220,F20,0.978,ml_model
GB-COH-08936225,F20,1.0,ml_model
GB-COH-08936232,A21,1.0,ml_model
GB-COH-08936244,B31,0.978,ml_model
GB-COH-08936245,F20,0.986,ml_model
GB-COH-08936258,F20,0.987,ml_model
GB-COH-08938420,D30,0.291,ml_model
GB-COH-08938528,A90,0.203,ml_model
GB-COH-08938530,F20,0.988,ml_model
GB-COH-08938540,D19,0.752,ml_model
GB-COH-08938553,B31,0.752,ml_model
GB-COH-08938593,A11,0.929,ml_model
GB-COH-08938595,D11,0.972,ml_model
GB-COH-08938650,F20,1.0,ml_model
GB-COH-08938668,F20,0.68,ml_model
