org_id,icnptso_code,icnptso_code_probability,icnptso_code_source
GB-COH-15762889,A21,0.7,ml_model
GB-COH-15762942,F20,0.976,ml_model
GB-COH-15763439,C11,0.996,ml_model
GB-COH-15763487,H10,0.343,ml_model
GB-COH-15763607,F20,0.425,ml_model
GB-COH-15763681,A11,1.0,ml_model
GB-COH-15763829,A21,1.0,ml_model
GB-COH-15763866,F20,1.0,ml_model
GB-COH-15763880,F20,0.759,ml_model
GB-COH-15764247,H10,0.736,ml_model
GB-COH-15764257,D31,0.999,ml_model
GB-COH-15764320,D31,0.978,ml_model
GB-COH-15764487,F20,0.87,ml_model
GB-COH-15764560,F30,1.0,ml_model
GB-COH-15764782,H10,0.337,ml_model
GB-COH-15764893,D12,0.916,ml_model
GB-COH-15764919,G12,0.852,ml_model
GB-COH-15764930,G11,0.228,ml_model
GB-COH-15765089,B31,0.926,ml_model
GB-COH-15765146,F20,0.812,ml_model
GB-COH-15765183,D11,0.832,ml_model
GB-COH-15765287,A90,0.414,ml_model
GB-COH-15765310,F20,0.428,ml_model
GB-COH-15765588,D19,0.663,ml_model
GB-COH-15765635,B31,0.885,ml_model
GB-COH-15765742,F20,0.495,ml_model
GB-COH-15765746,B31,0.562,ml_model
GB-COH-15765755,A30,0.969,ml_model
GB-COH-15765835,F20,0.955,ml_model
GB-COH-15765846,F20,0.969,ml_model
GB-COH-15765853,H10,0.736,ml_model
GB-COH-15765959,H10,0.648,ml_model
GB-COH-15765980,C12,0.995,ml_model
GB-COH-15766011,C12,0.848,ml_model
GB-COH-15766202,I90,0.795,ml_model
GB-COH-15766433,F20,0.273,ml_model
GB-COH-15766479,D19,0.998,ml_model
GB-COH-15766517,A30,0.979,ml_model
GB-COH-15766540,A21,0.339,ml_model
GB-COH-15766732,A21,0.992,ml_model
GB-COH-15766744,D30,0.66,ml_model
GB-COH-15767015,D30,0.241,ml_model
GB-COH-15767159,B31,0.343,ml_model
GB-COH-15767245,H10,0.379,ml_model
GB-COH-15767277,D30,0.421,ml_model
GB-COH-15767531,F30,0.99,ml_model
GB-COH-15767544,C12,1.0,ml_model
GB-COH-15767590,F20,0.621,ml_model
GB-COH-15767681,A11,0.414,ml_model
GB-COH-15767682,G14,0.978,ml_model
GB-COH-15767696,B31,0.95,ml_model
GB-COH-15767807,D13,0.96,ml_model
GB-COH-15768187,D19,0.445,ml_model
GB-COH-15768192,B31,0.812,ml_model
GB-COH-15768347,F20,0.973,ml_model
GB-COH-15769149,D11,0.96,ml_model
GB-COH-15769155,E21,0.565,ml_model
GB-COH-15769367,F20,0.385,ml_model
GB-COH-15769779,F20,0.512,ml_model
GB-COH-15769867,D19,0.876,ml_model
GB-COH-15770053,F20,0.423,ml_model
GB-COH-15770103,I10,1.0,ml_model
GB-COH-15770523,F20,0.759,ml_model
GB-COH-15770905,I10,1.0,ml_model
GB-COH-15771081,A21,0.903,ml_model
GB-COH-15771328,H10,0.977,ml_model
GB-COH-15771426,F20,1.0,ml_model
GB-COH-15771457,A21,0.513,ml_model
GB-COH-15771469,D30,0.28,ml_model
GB-COH-15771470,H10,1.0,ml_model
GB-COH-15771488,A11,1.0,ml_model
GB-COH-15771525,F20,1.0,ml_model
GB-COH-15771567,C31,0.968,ml_model
GB-COH-15771901,F20,0.993,ml_model
GB-COH-15772000,F20,0.392,ml_model
GB-COH-15772079,C11,0.957,ml_model
GB-COH-15772086,C12,1.0,ml_model
GB-COH-15772265,C12,0.773,ml_model
GB-COH-15772279,C12,0.319,ml_model
GB-COH-15772301,C12,0.929,ml_model
GB-COH-15772386,B31,0.505,ml_model
GB-COH-15772669,G12,0.962,ml_model
GB-COH-15772717,C22,0.501,ml_model
GB-COH-15773178,D11,0.335,ml_model
GB-COH-15773257,H10,0.881,ml_model
GB-COH-15773389,A12,1.0,ml_model
GB-COH-15773403,D12,0.634,ml_model
GB-COH-15773413,C12,0.872,ml_model
GB-COH-15773501,B32,0.802,ml_model
GB-COH-15773503,A90,0.323,ml_model
GB-COH-15773507,C12,0.369,ml_model
GB-COH-15773761,C12,1.0,ml_model
GB-COH-15773848,F20,0.839,ml_model
GB-COH-15773920,C12,1.0,ml_model
GB-COH-15773986,G14,0.779,ml_model
GB-COH-15774234,E90,0.389,ml_model
GB-COH-15774242,G12,0.994,ml_model
GB-COH-15774248,C12,0.769,ml_model
GB-COH-15774250,B20,0.28,ml_model
GB-COH-15774360,C12,0.878,ml_model
GB-COH-15774382,C11,0.805,ml_model
GB-COH-15774383,F20,0.646,ml_model
GB-COH-15774395,F20,0.271,ml_model
GB-COH-15774514,F20,0.402,ml_model
GB-COH-15774621,G14,0.92,ml_model
GB-COH-15774731,A11,0.407,ml_model
GB-COH-15774743,D34,0.998,ml_model
GB-COH-15774837,A11,1.0,ml_model
GB-COH-15774846,B31,1.0,ml_model
GB-COH-15774897,D11,0.809,ml_model
GB-COH-15774929,G30,0.942,ml_model
GB-COH-15775013,D11,0.997,ml_model
GB-COH-15775062,C12,1.0,ml_model
GB-COH-15775083,I90,0.83,ml_model
GB-COH-15775297,C22,0.625,ml_model
GB-COH-15775669,A11,1.0,ml_model
GB-COH-15775717,F20,0.999,ml_model
GB-COH-15776155,C12,0.813,ml_model
GB-COH-15776179,D90,0.503,ml_model
GB-COH-15776180,A11,0.98,ml_model
GB-COH-15776372,F30,0.501,ml_model
GB-COH-15776444,D11,0.515,ml_model
GB-COH-15776520,F20,0.631,ml_model
GB-COH-15776599,F20,0.44,ml_model
GB-COH-15776633,G11,0.228,ml_model
GB-COH-15776712,F40,0.818,ml_model
GB-COH-15776764,G14,0.562,ml_model
GB-COH-15776816,G13,0.947,ml_model
GB-COH-15776894,H10,0.68,ml_model
GB-COH-15776911,F20,0.893,ml_model
GB-COH-15777036,I10,0.979,ml_model
GB-COH-15777159,G12,0.577,ml_model
GB-COH-15777896,F20,0.662,ml_model
GB-COH-15777910,D11,0.988,ml_model
GB-COH-15777988,B31,0.462,ml_model
GB-COH-15777990,H10,0.366,ml_model
GB-COH-15778032,F20,0.955,ml_model
GB-COH-15778070,F20,0.956,ml_model
GB-COH-15778164,C22,0.977,ml_model
GB-COH-15778226,C12,0.565,ml_model
GB-COH-15778240,F20,0.796,ml_model
GB-COH-15778326,D13,0.991,ml_model
GB-COH-15778458,F30,1.0,ml_model
GB-COH-15778483,K10,0.248,ml_model
GB-COH-15778524,H10,1.0,ml_model
GB-COH-15778584,G12,0.816,ml_model
GB-COH-15778999,A11,0.999,ml_model
GB-COH-15779008,A11,0.663,ml_model
GB-COH-15779123,C12,0.953,ml_model
GB-COH-15779294,C12,0.968,ml_model
GB-COH-15779312,D19,0.984,ml_model
GB-COH-15779473,H10,0.664,ml_model
GB-COH-15779788,G12,0.252,ml_model
GB-COH-15779921,C12,0.97,ml_model
GB-COH-15779927,A21,0.699,ml_model
GB-COH-15779942,D90,0.207,ml_model
GB-COH-15779968,G12,0.819,ml_model
GB-COH-15779973,G12,0.999,ml_model
GB-COH-15780083,C11,0.868,ml_model
GB-COH-15780112,F20,0.95,ml_model
GB-COH-15780126,F20,0.85,ml_model
GB-COH-15780132,G11,0.988,ml_model
GB-COH-15780152,H10,0.5,ml_model
GB-COH-15780167,D13,0.61,ml_model
GB-COH-15780176,D31,0.67,ml_model
GB-COH-15780181,G30,0.733,ml_model
GB-COH-15780184,F20,0.748,ml_model
GB-COH-15780186,C12,0.995,ml_model
GB-COH-15780187,B31,0.486,ml_model
GB-COH-15780253,F30,0.999,ml_model
GB-COH-15780310,F20,0.889,ml_model
GB-COH-15780346,F20,0.991,ml_model
GB-COH-15780384,A90,0.267,ml_model
GB-COH-15780400,A11,0.97,ml_model
GB-COH-15780460,A90,0.221,ml_model
GB-COH-15780554,D13,0.926,ml_model
GB-COH-15780566,I10,0.516,ml_model
GB-COH-15780616,A21,0.97,ml_model
GB-COH-15780620,F20,0.964,ml_model
GB-COH-15780648,G11,0.577,ml_model
GB-COH-15780790,A21,1.0,ml_model
GB-COH-15780800,I10,0.999,ml_model
GB-COH-15780815,D30,0.622,ml_model
GB-COH-15780885,F20,0.742,ml_model
GB-COH-15781028,H10,0.828,ml_model
GB-COH-15781067,E90,0.398,ml_model
GB-COH-15781443,C12,0.855,ml_model
GB-COH-15781632,G12,0.998,ml_model
GB-COH-15781647,H10,0.954,ml_model
GB-COH-15781764,A11,1.0,ml_model
GB-COH-15781840,D90,0.349,ml_model
GB-COH-15781864,F30,0.982,ml_model
GB-COH-15781919,B31,1.0,ml_model
GB-COH-15781984,C12,0.647,ml_model
GB-COH-15782000,A22,0.804,ml_model
GB-COH-15782004,C12,0.999,ml_model
GB-COH-15782015,F20,0.901,ml_model
GB-COH-15782274,A21,1.0,ml_model
GB-COH-15782281,H10,0.816,ml_model
GB-COH-15782485,D13,0.999,ml_model
GB-COH-15782556,F30,1.0,ml_model
GB-COH-15782801,D32,0.377,ml_model
GB-COH-15782886,H90,0.543,ml_model
GB-COH-15782940,C12,1.0,ml_model
GB-COH-15782960,H90,0.689,ml_model
GB-COH-15782996,D30,0.693,ml_model
GB-COH-15783073,C12,0.999,ml_model
GB-COH-15783324,D13,0.411,ml_model
GB-COH-15783447,F20,0.786,ml_model
GB-COH-15783450,F20,0.988,ml_model
GB-COH-15783587,A11,0.999,ml_model
GB-COH-15783985,F20,1.0,ml_model
GB-COH-15784001,F20,0.876,ml_model
GB-COH-15784006,C12,0.999,ml_model
GB-COH-15784215,F20,0.437,ml_model
GB-COH-15784243,F20,0.855,ml_model
GB-COH-15784400,C22,0.372,ml_model
GB-COH-15784770,C12,0.639,ml_model
GB-COH-15784793,D30,0.275,ml_model
GB-COH-15785183,A21,0.998,ml_model
GB-COH-15785256,I90,0.31,ml_model
GB-COH-15785257,A90,0.297,ml_model
GB-COH-15785315,F40,0.723,ml_model
GB-COH-15785418,B31,0.831,ml_model
GB-COH-15785600,F20,1.0,ml_model
GB-COH-15785601,F20,0.995,ml_model
GB-COH-15785787,G11,0.405,ml_model
GB-COH-15785823,A11,0.999,ml_model
GB-COH-15785856,F20,0.526,ml_model
GB-COH-15785862,H10,0.999,ml_model
GB-COH-15785876,F20,0.826,ml_model
GB-COH-15785890,F20,0.999,ml_model
GB-COH-15785963,H10,0.712,ml_model
GB-COH-15785964,F20,0.659,ml_model
GB-COH-15786055,B31,0.261,ml_model
GB-COH-15786057,B31,0.978,ml_model
GB-COH-15786366,H10,0.991,ml_model
GB-COH-15786378,C12,1.0,ml_model
GB-COH-15786451,B31,0.92,ml_model
GB-COH-15786621,F20,0.998,ml_model
GB-COH-15786641,A21,1.0,ml_model
GB-COH-15786685,H10,0.976,ml_model
GB-COH-15786757,F20,0.305,ml_model
GB-COH-15786769,B31,0.973,ml_model
GB-COH-15786788,C12,0.996,ml_model
GB-COH-15786870,B20,0.25,ml_model
GB-COH-15787289,C12,1.0,ml_model
GB-COH-15787392,D30,0.38,ml_model
GB-COH-15787429,A21,1.0,ml_model
GB-COH-15787443,H10,0.926,ml_model
GB-COH-15787678,F30,0.852,ml_model
GB-COH-15787681,G11,0.558,ml_model
GB-COH-15787684,F20,0.455,ml_model
GB-COH-15787708,D11,0.981,ml_model
GB-COH-15787762,D13,0.46,ml_model
GB-COH-15787818,A12,0.894,ml_model
GB-COH-15787862,K10,0.999,ml_model
GB-COH-15787876,D11,0.554,ml_model
GB-COH-15787961,D32,0.937,ml_model
GB-COH-15787965,F30,1.0,ml_model
GB-COH-15787967,A11,0.975,ml_model
GB-COH-15787969,A11,0.982,ml_model
GB-COH-15788003,C31,0.406,ml_model
GB-COH-15788039,F20,0.76,ml_model
GB-COH-15788450,A11,0.465,ml_model
GB-COH-15788452,C12,1.0,ml_model
GB-COH-15788457,C12,0.607,ml_model
GB-COH-15788537,F20,0.971,ml_model
GB-COH-15788774,A11,0.988,ml_model
GB-COH-15788869,F20,0.998,ml_model
GB-COH-15788895,F20,0.885,ml_model
GB-COH-15788933,D11,0.747,ml_model
GB-COH-15789291,C32,0.199,ml_model
GB-COH-15789960,G13,0.97,ml_model
GB-COH-15789981,F20,0.651,ml_model
GB-COH-15790080,D14,0.965,ml_model
GB-COH-15790138,A11,1.0,ml_model
GB-COH-15790168,C22,0.279,ml_model
GB-COH-15790171,A21,0.998,ml_model
GB-COH-15790255,A11,1.0,ml_model
GB-COH-15790324,H10,0.575,ml_model
GB-COH-15790594,F20,0.928,ml_model
GB-COH-15790735,B31,0.999,ml_model
GB-COH-15790740,F20,0.995,ml_model
GB-COH-15790781,F20,0.951,ml_model
GB-COH-15790835,F20,0.441,ml_model
GB-COH-15790841,G12,0.999,ml_model
GB-COH-15790918,F20,0.438,ml_model
GB-COH-15790997,E21,0.669,ml_model
GB-COH-15791088,A11,0.995,ml_model
GB-COH-15791091,D19,0.534,ml_model
GB-COH-15791450,A11,0.99,ml_model
GB-COH-15791473,G30,0.564,ml_model
GB-COH-15791558,F20,0.266,ml_model
GB-COH-15791914,D13,1.0,ml_model
GB-COH-15791915,H10,0.746,ml_model
GB-COH-15791927,B31,1.0,ml_model
GB-COH-15792263,F20,0.907,ml_model
GB-COH-15792450,A11,1.0,ml_model
GB-COH-15792454,B31,0.997,ml_model
GB-COH-15792468,C12,0.883,ml_model
GB-COH-15792673,B31,0.936,ml_model
GB-COH-15792785,A90,0.262,ml_model
GB-COH-15792790,D12,0.931,ml_model
GB-COH-15792813,F20,0.496,ml_model
GB-COH-15792902,F20,0.991,ml_model
GB-COH-15792959,F20,0.612,ml_model
GB-COH-15792978,A11,0.987,ml_model
GB-COH-15793056,B31,0.996,ml_model
GB-COH-15793149,F30,1.0,ml_model
GB-COH-15793186,B10,0.849,ml_model
GB-COH-15793187,A21,0.501,ml_model
GB-COH-15793193,F20,0.894,ml_model
GB-COH-15793202,F30,0.995,ml_model
GB-COH-15793311,F20,0.637,ml_model
GB-COH-15793706,A11,1.0,ml_model
GB-COH-15793708,B31,0.982,ml_model
GB-COH-15793739,D19,1.0,ml_model
GB-COH-15794021,F20,1.0,ml_model
GB-COH-15794023,F20,0.708,ml_model
GB-COH-15794045,B10,0.149,ml_model
GB-COH-15794067,F20,0.995,ml_model
GB-COH-15794190,A90,0.364,ml_model
GB-COH-15794203,D30,0.553,ml_model
GB-COH-15794216,A11,0.997,ml_model
GB-COH-15794242,C12,0.756,ml_model
GB-COH-15794281,G12,0.765,ml_model
GB-COH-15794331,A90,0.261,ml_model
GB-COH-15794407,B20,0.263,ml_model
GB-COH-15794411,F20,0.446,ml_model
GB-COH-15794476,G30,0.646,ml_model
GB-COH-15794478,B32,0.743,ml_model
GB-COH-15794560,F20,0.999,ml_model
GB-COH-15794610,G11,0.789,ml_model
GB-COH-15794616,C11,0.98,ml_model
GB-COH-15794630,C12,0.242,ml_model
GB-COH-15794711,B31,0.842,ml_model
GB-COH-15794743,C12,0.979,ml_model
GB-COH-15794801,F20,0.822,ml_model
GB-COH-15794832,F20,0.905,ml_model
GB-COH-15794864,A11,0.301,ml_model
GB-COH-15794915,A21,0.928,ml_model
GB-COH-15794920,A30,0.527,ml_model
GB-COH-15794930,D11,0.217,ml_model
GB-COH-15794939,C11,1.0,ml_model
GB-COH-15795147,D31,0.624,ml_model
GB-COH-15795167,G15,0.352,ml_model
GB-COH-15795180,F20,0.276,ml_model
GB-COH-15795239,D19,0.786,ml_model
GB-COH-15795249,H10,0.371,ml_model
GB-COH-15795290,C22,0.604,ml_model
GB-COH-15795301,F20,0.92,ml_model
GB-COH-15795351,F20,0.527,ml_model
GB-COH-15795358,B31,0.382,ml_model
GB-COH-15795459,C12,0.631,ml_model
GB-COH-15795565,F20,0.519,ml_model
GB-COH-15795756,A22,0.997,ml_model
GB-COH-15795840,H90,0.296,ml_model
GB-COH-15795888,A21,0.833,ml_model
GB-COH-15795933,G12,0.584,ml_model
GB-COH-15795947,D11,0.982,ml_model
GB-COH-15796265,F20,0.899,ml_model
GB-COH-15796334,F20,0.428,ml_model
GB-COH-15796348,A90,0.158,ml_model
GB-COH-15796361,A21,0.935,ml_model
GB-COH-15796571,D19,0.641,ml_model
GB-COH-15796577,B31,0.548,ml_model
GB-COH-15796619,B31,0.514,ml_model
GB-COH-15796692,A11,1.0,ml_model
GB-COH-15796750,F20,0.995,ml_model
GB-COH-15796780,F20,0.999,ml_model
GB-COH-15796789,F20,0.999,ml_model
GB-COH-15796792,F20,0.619,ml_model
GB-COH-15796794,C12,0.966,ml_model
GB-COH-15796989,G15,0.376,ml_model
GB-COH-15799031,F20,0.425,ml_model
GB-COH-15799238,F20,0.77,ml_model
GB-COH-15799345,D30,0.407,ml_model
GB-COH-15799371,F30,0.999,ml_model
GB-COH-15799495,H10,0.964,ml_model
GB-COH-15799498,G13,0.753,ml_model
GB-COH-15799637,A90,0.52,ml_model
GB-COH-15799994,F20,0.725,ml_model
GB-COH-15800011,C12,0.949,ml_model
GB-COH-15800059,F20,0.598,ml_model
GB-COH-15800110,A11,1.0,ml_model
GB-COH-15800116,D19,0.509,ml_model
GB-COH-15800118,A21,0.281,ml_model
GB-COH-15800167,A12,1.0,ml_model
GB-COH-15800211,G30,0.807,ml_model
GB-COH-15800263,C12,0.982,ml_model
GB-COH-15800303,C12,0.692,ml_model
GB-COH-15800327,C12,0.997,ml_model
GB-COH-15800574,F20,0.483,ml_model
GB-COH-15800641,C12,1.0,ml_model
GB-COH-15800971,A21,0.981,ml_model
GB-COH-15800991,C12,0.999,ml_model
GB-COH-15800997,H10,0.99,ml_model
GB-COH-15801103,D19,0.924,ml_model
GB-COH-15801113,G11,0.377,ml_model
GB-COH-15801162,F20,0.972,ml_model
GB-COH-15801171,A90,0.241,ml_model
GB-COH-15801214,D31,0.963,ml_model
GB-COH-15801216,F20,0.954,ml_model
GB-COH-15801385,F20,0.999,ml_model
GB-COH-15801391,A11,0.996,ml_model
GB-COH-15801427,B31,0.818,ml_model
GB-COH-15801487,C12,0.603,ml_model
GB-COH-15801686,D31,1.0,ml_model
GB-COH-15801973,F20,0.837,ml_model
GB-COH-15802039,A21,0.511,ml_model
GB-COH-15802247,F20,0.808,ml_model
GB-COH-15802302,F30,0.786,ml_model
GB-COH-15802315,F20,0.273,ml_model
GB-COH-15802371,F20,0.855,ml_model
GB-COH-15802391,C22,0.718,ml_model
GB-COH-15802411,D90,0.433,ml_model
GB-COH-15802465,B31,1.0,ml_model
GB-COH-15802554,D90,0.396,ml_model
GB-COH-15802583,A11,1.0,ml_model
GB-COH-15803165,B31,1.0,ml_model
GB-COH-15803183,D11,0.953,ml_model
GB-COH-15803186,H10,0.697,ml_model
GB-COH-15803190,A12,0.424,ml_model
GB-COH-15803328,B21,0.853,ml_model
GB-COH-15803392,F30,0.999,ml_model
GB-COH-15803399,B32,0.434,ml_model
GB-COH-15803423,D11,0.858,ml_model
GB-COH-15803670,F30,0.527,ml_model
GB-COH-15803756,D31,0.999,ml_model
GB-COH-15804089,B31,0.58,ml_model
GB-COH-15804307,A11,0.815,ml_model
GB-COH-15804309,A21,0.413,ml_model
GB-COH-15804321,A12,1.0,ml_model
GB-COH-15804344,F20,0.771,ml_model
GB-COH-15804367,A90,0.242,ml_model
GB-COH-15804370,F20,0.774,ml_model
GB-COH-15804623,D19,0.978,ml_model
GB-COH-15804747,C12,0.607,ml_model
GB-COH-15804895,C12,0.989,ml_model
GB-COH-15805119,H10,0.998,ml_model
GB-COH-15805605,D33,0.294,ml_model
GB-COH-15805614,A90,0.393,ml_model
GB-COH-15805801,D11,0.676,ml_model
GB-COH-15805819,F20,0.989,ml_model
GB-COH-15805836,D19,0.909,ml_model
GB-COH-15805873,A11,0.998,ml_model
GB-COH-15805883,A21,0.909,ml_model
GB-COH-15805914,F20,1.0,ml_model
GB-COH-15805950,C12,0.79,ml_model
GB-COH-15806161,A21,0.846,ml_model
GB-COH-15806166,A11,0.999,ml_model
GB-COH-15806192,F20,0.985,ml_model
GB-COH-15806279,D13,0.973,ml_model
GB-COH-15806306,D11,0.929,ml_model
GB-COH-15806434,H10,0.925,ml_model
GB-COH-15806457,B31,0.568,ml_model
GB-COH-15806568,D13,0.998,ml_model
GB-COH-15806571,D19,0.769,ml_model
GB-COH-15806640,D19,0.563,ml_model
GB-COH-15806668,D30,0.238,ml_model
GB-COH-15806944,A21,0.578,ml_model
GB-COH-15807464,F30,1.0,ml_model
GB-COH-15807491,D11,0.912,ml_model
GB-COH-15807502,D19,0.998,ml_model
GB-COH-15807505,F20,0.964,ml_model
GB-COH-15807519,C12,0.934,ml_model
GB-COH-15807523,A90,0.364,ml_model
GB-COH-15807526,F20,0.999,ml_model
GB-COH-15807528,A11,0.778,ml_model
GB-COH-15807545,F20,0.216,ml_model
GB-COH-15807551,F20,0.516,ml_model
GB-COH-15807565,L50,1.0,ml_model
GB-COH-15807574,D30,0.694,ml_model
GB-COH-15807640,B31,0.719,ml_model
GB-COH-15807668,C12,0.998,ml_model
GB-COH-15807682,A12,0.997,ml_model
GB-COH-15807691,E90,0.576,ml_model
GB-COH-15807693,B31,0.957,ml_model
GB-COH-15807695,B31,0.585,ml_model
GB-COH-15807697,A21,0.985,ml_model
GB-COH-15807720,F20,0.597,ml_model
GB-COH-15807731,A11,1.0,ml_model
GB-COH-15807743,A21,0.856,ml_model
GB-COH-15807744,A21,0.999,ml_model
GB-COH-15807752,B31,0.987,ml_model
GB-COH-15807753,F20,0.884,ml_model
GB-COH-15807781,D19,0.429,ml_model
GB-COH-15807850,D13,0.775,ml_model
GB-COH-15807856,B31,0.999,ml_model
GB-COH-15807858,C11,0.953,ml_model
GB-COH-15807875,B32,0.949,ml_model
GB-COH-15807888,A11,1.0,ml_model
GB-COH-15807897,F20,0.68,ml_model
GB-COH-15807976,B31,0.387,ml_model
GB-COH-15808004,F20,0.999,ml_model
GB-COH-15808077,B31,0.974,ml_model
GB-COH-15808103,A90,0.217,ml_model
GB-COH-15808105,G12,0.936,ml_model
GB-COH-15808194,A11,1.0,ml_model
GB-COH-15808248,G12,0.625,ml_model
GB-COH-15808427,B31,0.999,ml_model
GB-COH-15808429,F20,0.611,ml_model
GB-COH-15808535,A11,0.999,ml_model
GB-COH-15808949,F20,0.466,ml_model
GB-COH-15810336,C22,0.441,ml_model
GB-COH-15810338,B31,0.238,ml_model
GB-COH-15810340,B31,0.998,ml_model
GB-COH-15810343,A11,1.0,ml_model
GB-COH-15810344,C12,0.979,ml_model
GB-COH-15810345,A21,0.764,ml_model
GB-COH-15810346,C12,0.576,ml_model
GB-COH-15810349,D11,0.84,ml_model
GB-COH-15810351,A11,0.965,ml_model
GB-COH-15810357,F20,0.635,ml_model
GB-COH-15810362,G12,0.993,ml_model
GB-COH-15810363,A11,1.0,ml_model
GB-COH-15810392,F20,0.419,ml_model
GB-COH-15810415,G15,0.547,ml_model
GB-COH-15810486,C12,0.92,ml_model
GB-COH-15810504,A90,0.282,ml_model
GB-COH-15810512,D11,0.993,ml_model
GB-COH-15810523,B31,0.729,ml_model
GB-COH-15810574,F20,0.937,ml_model
GB-COH-15810747,F20,0.167,ml_model
GB-COH-15810755,A90,0.33,ml_model
GB-COH-15810768,F20,0.997,ml_model
GB-COH-15810881,A21,0.998,ml_model
GB-COH-15811046,A11,1.0,ml_model
GB-COH-15811612,C12,1.0,ml_model
GB-COH-15812239,G12,0.988,ml_model
GB-COH-15812275,G14,0.777,ml_model
GB-COH-15813581,F30,0.999,ml_model
GB-COH-15813612,F20,0.711,ml_model
GB-COH-15813616,K10,0.999,ml_model
GB-COH-15813638,F20,0.949,ml_model
GB-COH-15813666,F20,0.978,ml_model
GB-COH-15813671,H10,0.757,ml_model
GB-COH-15813672,F20,0.605,ml_model
GB-COH-15813737,G12,0.395,ml_model
GB-COH-15813851,B32,0.995,ml_model
GB-COH-15813898,D90,0.155,ml_model
GB-COH-15813953,C12,0.774,ml_model
GB-COH-15813957,B31,0.989,ml_model
GB-COH-15813967,F20,0.795,ml_model
GB-COH-15813972,F30,0.94,ml_model
GB-COH-15813974,D11,0.97,ml_model
GB-COH-15813981,A11,0.987,ml_model
GB-COH-15814024,D31,0.997,ml_model
GB-COH-15814046,B32,0.205,ml_model
GB-COH-15814051,B32,0.683,ml_model
GB-COH-15814145,D31,0.541,ml_model
GB-COH-15814273,B10,0.248,ml_model
GB-COH-15814428,C12,0.174,ml_model
GB-COH-15814480,C12,1.0,ml_model
GB-COH-15814510,I10,0.871,ml_model
GB-COH-15814574,C12,0.945,ml_model
GB-COH-15814649,H10,0.73,ml_model
GB-COH-15814679,C12,1.0,ml_model
GB-COH-15814734,F20,0.575,ml_model
GB-COH-15814977,B31,0.592,ml_model
GB-COH-15815114,D11,0.927,ml_model
GB-COH-15815144,C12,0.556,ml_model
GB-COH-15815155,B31,0.997,ml_model
GB-COH-15815179,F20,0.814,ml_model
GB-COH-15815904,C12,0.95,ml_model
GB-COH-15815968,D19,1.0,ml_model
GB-COH-15815989,G30,0.51,ml_model
GB-COH-15815999,F20,0.687,ml_model
GB-COH-15816131,A90,0.217,ml_model
GB-COH-15816226,D19,0.665,ml_model
GB-COH-15816245,C11,0.651,ml_model
GB-COH-15816249,C12,1.0,ml_model
GB-COH-15816268,B21,1.0,ml_model
GB-COH-15816271,D90,0.604,ml_model
GB-COH-15816275,C22,0.529,ml_model
GB-COH-15816312,E90,0.56,ml_model
GB-COH-15816323,I10,0.993,ml_model
GB-COH-15816406,B31,0.917,ml_model
GB-COH-15816488,F20,0.584,ml_model
GB-COH-15816505,D13,0.997,ml_model
GB-COH-15816640,H10,0.689,ml_model
GB-COH-15816730,F20,0.441,ml_model
GB-COH-15817045,A11,1.0,ml_model
GB-COH-15817083,B31,0.99,ml_model
GB-COH-15817182,A21,1.0,ml_model
GB-COH-15817341,F20,1.0,ml_model
GB-COH-15817453,G14,0.976,ml_model
GB-COH-15817898,K10,1.0,ml_model
GB-COH-15817901,G14,0.505,ml_model
GB-COH-15817940,C12,0.723,ml_model
GB-COH-15818027,H10,0.999,ml_model
GB-COH-15818244,H10,0.338,ml_model
GB-COH-15818942,A11,0.895,ml_model
GB-COH-15819114,F20,0.784,ml_model
GB-COH-15819123,B31,0.56,ml_model
GB-COH-15819143,F20,0.992,ml_model
GB-COH-15819147,A21,1.0,ml_model
GB-COH-15819238,B32,0.999,ml_model
GB-COH-15819415,H10,0.999,ml_model
GB-COH-15819500,D13,1.0,ml_model
GB-COH-15819503,D31,0.756,ml_model
GB-COH-15819685,C12,0.975,ml_model
GB-COH-15819697,C12,0.991,ml_model
GB-COH-15819701,F20,0.287,ml_model
GB-COH-15819709,E90,0.522,ml_model
GB-COH-15820009,A21,0.841,ml_model
GB-COH-15820127,B31,0.959,ml_model
GB-COH-15820189,F20,0.8,ml_model
GB-COH-15820708,D33,0.77,ml_model
GB-COH-15820732,A21,0.988,ml_model
GB-COH-15820733,D19,0.995,ml_model
GB-COH-15820738,B31,0.889,ml_model
GB-COH-15820772,B31,0.448,ml_model
GB-COH-15820774,G12,0.918,ml_model
GB-COH-15820783,C12,0.465,ml_model
GB-COH-15820789,D11,0.575,ml_model
GB-COH-15820792,G11,0.935,ml_model
GB-COH-15820794,D19,0.531,ml_model
GB-COH-15820796,D13,1.0,ml_model
GB-COH-15820798,F30,0.592,ml_model
GB-COH-15820805,B31,0.886,ml_model
GB-COH-15820868,H10,0.998,ml_model
GB-COH-15820993,H10,0.654,ml_model
GB-COH-15820996,F20,0.646,ml_model
GB-COH-15821005,F20,0.699,ml_model
GB-COH-15821072,A21,0.903,ml_model
GB-COH-15821088,I10,0.862,ml_model
GB-COH-15821158,D90,0.574,ml_model
GB-COH-15821189,C12,1.0,ml_model
GB-COH-15821316,F20,0.565,ml_model
GB-COH-15821413,D19,1.0,ml_model
GB-COH-15821572,B31,0.954,ml_model
GB-COH-15821594,D19,0.551,ml_model
GB-COH-15821736,A11,1.0,ml_model
